Instructor ID,Course ID,Semester,Year,Broader,Level,Size,Layout,L,Ind,CG,WG,OG,S_Anq,SQ,WC,PRD,SP,TQ,S_W,S_O,Lec,RTW,FUP,T_PQ,CQ,T_ANQ,MG,ONE_O_ONE,DV,ADMIN,T_W,T_O,Cluster,Bcluster
173,157,Spring,2015,Mathematics,100,NA,NA,0,100,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,96,96,0,12,0,0,6,High engagement
173,158,Spring,2015,Mathematics,100,NA,NA,86.5,18.9,0,0,0,18.9,8.1,0,0,0,0,0,0,81.1,8.1,0,27,0,8.1,5.4,10.8,0,5.4,0,0,3,Transitioning
173,158,Spring,2015,Mathematics,100,NA,NA,63.2,47.4,0,0,0,28.9,7.9,0,0,0,0,0,0,44.7,55.3,21.1,28.9,0,7.9,42.1,31.6,0,2.6,0,0,6,High engagement
176,685,Fall,2014,Biological,300,NA,NA,100,0,0,0,0,69.2,23.1,0,0,0,0,0,0,96.2,3.8,0,69.2,0,23.1,0,0,0,3.8,0,0,1,Mostly lecture
177,159,Fall,2014,Biological,300,NA,NA,100,0,0,0,0,50,8.3,0,0,0,0,0,0,94.4,83.3,0,47.2,0,11.1,0,0,0,5.6,0,2.8,1,Mostly lecture
178,160,Fall,2014,Biological,100,NA,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,3.5,0,0,1,Mostly lecture
179,161,Fall,2014,Physical,300,NA,NA,89.2,5.4,0,0,0,16.2,10.8,0,0,0,0,0,0,89.2,86.5,0,45.9,0,21.6,0,0,0,2.7,0,0,1,Mostly lecture
181,162,Fall,2014,Physical,300,NA,NA,53.8,11.5,26.9,23.1,0,34.6,11.5,0,0,0,0,0,0,57.7,38.5,34.6,34.6,34.6,11.5,38.5,42.3,0,15.4,0,0,5,High engagement
182,163,Fall,2014,Geological,100,NA,NA,100,0,0,0,0,23.7,23.7,7.9,0,0,0,0,0,97.4,2.6,0,26.3,0,28.9,0,0,7.9,0,0,0,1,Mostly lecture
184,164,Fall,2014,Biological,300,NA,NA,100,0,0,0,0,38.1,33.3,0,0,0,0,0,0,90.5,19,0,38.1,0,19,0,0,0,9.5,0,0,1,Mostly lecture
185,165,Spring,2015,Biological,300,NA,NA,96.9,0,0,0,0,9.4,0,0,0,0,0,3.1,0,96.9,0,0,9.4,0,0,0,0,0,0,3.1,0,1,Mostly lecture
185,165,Spring,2015,Biological,300,NA,NA,96.6,3.4,0,0,0,17.2,17.2,6.9,0,0,0,0,0,96.6,13.8,6.9,24.1,0,17.2,0,0,0,0,0,0,1,Mostly lecture
188,166,Spring,2015,Biological,100,NA,NA,100,16,8,0,8,56,12,0,0,4,0,4,0,88,36,8,68,20,16,0,0,8,0,0,0,4,Transitioning
188,166,Spring,2015,Biological,100,NA,NA,96.2,0,15.4,0,0,61.5,23.1,53.8,0,0,0,3.8,0,73.1,15.4,34.6,65.4,11.5,26.9,0,3.8,7.7,3.8,3.8,0,4,Transitioning
190,167,Spring,2015,Biological,300,NA,NA,88.2,0,0,0,17.6,11.8,2.9,5.9,0,0,0,0,0,79.4,0,11.8,20.6,0,2.9,8.8,8.8,14.7,5.9,0,0,3,Transitioning
190,167,Spring,2015,Biological,300,NA,NA,97.2,2.8,0,0,2.8,27.8,2.8,0,0,0,0,0,0,86.1,2.8,16.7,38.9,0,5.6,0,0,22.2,8.3,11.1,0,3,Transitioning
191,168,Spring,2015,Biological,300,NA,NA,84.6,10.3,0,0,17.9,41,15.4,7.7,0,0,0,0,0,74.4,46.2,25.6,48.7,0,17.9,15.4,7.7,0,10.3,2.6,5.1,3,Transitioning
191,168,Spring,2015,Biological,300,NA,NA,83.8,0,0,0,13.5,32.4,21.6,0,0,2.7,0,0,0,83.8,40.5,5.4,40.5,0,27,8.1,10.8,10.8,0,0,0,3,Transitioning
193,169,Spring,2015,Biological,100,NA,NA,94.7,0,0,0,0,39.5,13.2,15.8,0,0,0,5.3,0,92.1,10.5,0,39.5,0,10.5,0,0,15.8,7.9,2.6,2.6,1,Mostly lecture
194,170,Spring,2015,Biological,100,NA,NA,95.8,0,12.5,0,0,79.2,0,0,0,0,0,0,0,95.8,83.3,4.2,79.2,12.5,0,12.5,12.5,0,8.3,0,0,4,Transitioning
196,171,Spring,2015,Biological,300,NA,NA,100,0,0,0,0,4,24,0,0,0,0,0,0,100,0,8,4,0,24,0,0,0,4,0,0,1,Mostly lecture
198,172,Spring,2015,Mathematics,300,NA,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,4,0,0,1,Mostly lecture
199,173,Spring,2015,Engineering,300,NA,NA,100,0,0,0,0,18.9,2.7,0,0,0,0,0,0,100,35.1,0,21.6,0,2.7,0,0,35.1,8.1,0,0,1,Mostly lecture
199,173,Spring,2015,Engineering,300,NA,NA,86.1,19.4,11.1,0,0,8.3,0,0,0,0,0,2.8,0,86.1,0,11.1,8.3,22.2,0,0,0,0,2.8,2.8,0,2,Mostly lecture
200,174,Spring,2015,Engineering,300,NA,NA,96,0,0,0,0,0,8,0,0,0,0,0,0,96,0,0,0,0,8,0,0,0,0,0,0,1,Mostly lecture
200,174,Spring,2015,Engineering,300,NA,NA,100,0,0,0,0,4,0,0,0,0,0,0,0,100,0,0,4,0,0,0,0,0,4,0,0,1,Mostly lecture
201,175,Spring,2015,Engineering,300,NA,NA,89.5,7.9,0,7.9,0,15.8,39.5,0,0,0,10.5,5.3,10.5,84.2,73.7,7.9,15.8,0,39.5,0,0,0,21.1,7.9,0,6,High engagement
204,176,Spring,2015,Chemical,100,NA,NA,66.7,0,0,0,0,27.8,30.6,0,0,0,36.1,0,0,69.4,66.7,5.6,27.8,0,27.8,33.3,30.6,5.6,2.8,0,2.8,3,Transitioning
205,177,Spring,2015,Chemical,100,NA,NA,79.2,16.7,0,0,0,20.8,12.5,0,0,0,0,0,0,79.2,66.7,0,37.5,8.3,12.5,0,0,0,0,0,0,2,Mostly lecture
205,177,Spring,2015,Chemical,100,NA,NA,91.7,4.2,0,0,0,12.5,8.3,0,0,0,0,0,0,91.7,70.8,0,25,4.2,8.3,0,0,0,4.2,0,0,2,Mostly lecture
206,178,Spring,2015,Engineering,300,NA,NA,100,0,0,0,0,11.5,42.3,0,0,0,0,0,0,100,80.8,0,11.5,0,42.3,0,0,0,11.5,0,0,1,Mostly lecture
207,179,Spring,2015,Engineering,300,NA,NA,100,0,0,0,0,66.7,11.1,0,0,0,0,0,0,100,96.3,0,66.7,0,11.1,0,0,3.7,3.7,0,0,1,Mostly lecture
207,179,Spring,2015,Engineering,300,NA,NA,100,0,0,0,0,40,4,0,4,0,0,0,0,100,88,0,44,0,0,0,0,12,4,0,0,1,Mostly lecture
208,180,Spring,2015,Engineering,300,NA,NA,78.4,0,0,27,0,21.6,0,0,0,0,0,0,0,67.6,59.5,0,24.3,0,0,21.6,21.6,0,8.1,5.4,0,6,High engagement
210,181,Spring,2015,Engineering,100,NA,NA,100,0,0,0,0,0,11.4,0,0,0,0,0,0,94.3,5.7,0,0,0,14.3,0,0,0,20,0,0,1,Mostly lecture
210,181,Spring,2015,Engineering,100,NA,NA,100,0,0,0,0,14.6,12.2,0,0,85.4,0,0,0,0,0,7.3,2.4,0,0,0,0,0,9.8,0,90.2,1,Mostly lecture
212,182,Spring,2015,Computer,100,NA,NA,95.7,0,0,0,0,17.4,17.4,0,0,0,0,0,0,95.7,47.8,0,21.7,0,17.4,0,0,0,4.3,0,0,1,Mostly lecture
212,182,Spring,2015,Computer,100,NA,NA,100,0,0,0,0,0,20,0,0,0,0,0,0,100,50,0,5,0,20,0,0,0,10,0,0,1,Mostly lecture
212,182,Spring,2015,Computer,100,NA,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,93.3,6.7,0,0,1,Mostly lecture
213,183,Spring,2015,Computer,100,NA,NA,91.9,0,0,0,0,21.6,2.7,0,0,0,0,13.5,0,83.8,5.4,0,27,0,2.7,0,0,0,18.9,0,2.7,1,Mostly lecture
213,183,Spring,2015,Computer,100,NA,NA,100,7.9,0,0,0,60.5,10.5,0,0,0,0,2.6,0,97.4,18.4,2.6,63.2,0,10.5,0,0,0,2.6,0,0,1,Mostly lecture
214,184,Spring,2015,Computer,100,NA,NA,100,0,0,0,0,48,20,0,0,0,0,0,4,92,88,0,48,0,24,0,0,0,16,0,0,1,Mostly lecture
214,184,Spring,2015,Computer,100,NA,NA,59.3,0,0,33.3,0,22.2,14.8,0,0,0,0,3.7,0,48.1,0,22.2,29.6,0,18.5,29.6,33.3,0,14.8,3.7,0,6,High engagement
221,185,Spring,2015,Engineering,100,NA,NA,91.7,0,0,0,0,16.7,54.2,0,0,0,0,8.3,0,91.7,87.5,0,16.7,0,54.2,0,0,0,8.3,0,8.3,1,Mostly lecture
221,185,Spring,2015,Engineering,100,NA,NA,100,0,0,0,0,65.4,38.5,0,0,0,0,0,0,100,100,0,61.5,0,38.5,0,0,0,3.8,0,0,1,Mostly lecture
225,186,Spring,2015,Geological,100,NA,NA,100,0,0,0,0,20,0,0,0,0,0,0,0,60,0,0,16,0,0,0,0,44,8,0,0,1,Mostly lecture
226,187,Spring,2015,Engineering,100,NA,NA,94.7,21.1,0,0,0,39.5,34.2,0,0,0,0,7.9,0,94.7,71.1,7.9,55.3,0,34.2,0,5.3,0,7.9,2.6,0,3,Transitioning
228,188,Spring,2015,Geological,100,NA,NA,97.4,0,0,0,0,84.2,42.1,2.6,0,0,0,0,10.5,94.7,5.3,0,84.2,0,44.7,0,0,0,13.2,0,10.5,1,Mostly lecture
229,189,Spring,2015,Geological,100,NA,NA,92,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,4,0,0,1,Mostly lecture
229,189,Spring,2015,Geological,100,NA,NA,28,0,0,0,0,0,4,60,0,0,0,16,0,8,0,4,20,0,4,0,0,12,40,4,52,1,Mostly lecture
229,189,Spring,2015,Geological,100,NA,NA,14.3,0,0,0,90.5,4.8,0,0,0,0,0,0,4.8,9.5,0,0,4.8,0,0,71.4,61.9,0,57.1,4.8,0,3,Transitioning
230,190,Spring,2015,Geological,300,NA,NA,100,0,0,0,0,36.1,0,0,0,27.8,0,0,0,83.3,0,0,47.2,0,0,0,0,0,5.6,0,0,1,Mostly lecture
231,191,Spring,2015,Geological,300,NA,NA,95.8,0,0,0,0,8.3,20.8,16.7,0,0,0,0,0,100,12.5,0,8.3,0,20.8,0,0,0,4.2,0,0,1,Mostly lecture
231,191,Spring,2015,Geological,300,NA,NA,100,0,0,0,0,22.2,22.2,0,0,85.2,0,0,0,0,0,0,0,0,0,0,0,0,14.8,0,88.9,1,Mostly lecture
232,192,Spring,2015,Geological,100,NA,NA,100,0,0,0,0,53.8,73.1,7.7,0,0,0,0,0,100,34.6,92.3,61.5,0,84.6,0,0,0,15.4,0,0,1,Mostly lecture
232,192,Spring,2015,Geological,100,NA,NA,80.8,0,0,11.5,0,34.6,38.5,0,0,0,0,0,0,76.9,0,0,42.3,0,42.3,7.7,7.7,46.2,11.5,0,3.8,6,High engagement
233,193,Spring,2015,Biological,300,NA,NA,0,0,0,0,97.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.2,97.1,0,5.9,0,0,3,Transitioning
234,194,Spring,2015,Biological,300,NA,NA,100,0,0,0,0,20,8.6,0,0,85.7,0,8.6,0,2.9,0,0,8.6,0,0,0,0,0,2.9,0,85.7,1,Mostly lecture
235,195,Spring,2015,Biological,300,NA,NA,94.6,0,0,0,0,21.6,13.5,8.1,0,70.3,0,8.1,0,21.6,0,32.4,16.2,0,2.7,0,0,0,10.8,0,70.3,1,Mostly lecture
235,195,Spring,2015,Biological,300,NA,NA,78.8,0,0,0,0,12.1,12.1,0,0,0,0,3,0,57.6,12.1,3,12.1,0,12.1,15.2,15.2,18.2,12.1,3,3,3,Transitioning
240,196,Spring,2015,Engineering,100,NA,NA,100,0,0,0,0,66.7,0,0,0,0,0,0,0,100,97.2,0,69.4,0,0,0,0,0,5.6,0,0,1,Mostly lecture
241,197,Spring,2015,Engineering,100,NA,NA,96,0,0,0,0,12,8,0,0,0,0,0,0,96,100,0,24,0,8,0,0,0,0,0,0,1,Mostly lecture
241,197,Spring,2015,Engineering,100,NA,NA,92.3,0,0,0,0,50,15.4,0,0,0,0,7.7,0,88.5,84.6,0,53.8,0,11.5,0,0,0,3.8,0,0,1,Mostly lecture
242,198,Spring,2015,Engineering,100,NA,NA,96.2,0,0,0,0,7.7,3.8,0,0,0,0,0,0,96.2,96.2,0,42.3,0,0,0,0,0,3.8,0,0,1,Mostly lecture
243,199,Spring,2015,Engineering,100,NA,NA,100,0,0,0,0,26.9,19.2,0,0,0,0,0,0,96.2,96.2,0,30.8,0,23.1,0,0,0,7.7,0,0,1,Mostly lecture
243,199,Spring,2015,Engineering,100,NA,NA,73.9,0,0,0,0,17.4,21.7,0,0,0,0,26.1,8.7,73.9,78.3,0,17.4,0,21.7,0,0,0,17.4,0,0,1,Mostly lecture
244,200,Spring,2015,Engineering,100,NA,NA,100,4.5,0,0,0,18.2,13.6,0,0,0,0,0,0,50,95.5,0,22.7,0,13.6,0,0,0,13.6,0,0,1,Mostly lecture
245,201,Spring,2015,Biological,300,NA,NA,92,0,16,0,0,0,0,0,0,0,0,0,0,96,36,4,0,16,0,0,0,0,0,0,0,2,Mostly lecture
245,201,Spring,2015,Biological,300,NA,NA,100,11.5,7.7,0,0,7.7,7.7,0,0,0,0,0,0,100,38.5,3.8,30.8,11.5,3.8,0,0,0,11.5,0,0,2,Mostly lecture
246,202,Spring,2015,Biological,100,NA,NA,87.2,15.4,2.6,0,0,2.6,2.6,0,0,0,0,0,0,84.6,0,5.1,0,15.4,2.6,0,0,30.8,2.6,0,0,2,Mostly lecture
246,202,Spring,2015,Biological,100,NA,NA,100,16.2,0,0,0,0,5.4,0,0,0,0,0,0,91.9,0,8.1,0,16.2,5.4,0,0,45.9,2.7,0,0,2,Mostly lecture
247,203,Spring,2015,Biological,300,NA,NA,55.3,13.2,0,39.5,0,26.3,7.9,0,0,0,0,0,0,52.6,7.9,10.5,26.3,13.2,7.9,39.5,39.5,0,5.3,0,0,5,High engagement
258,NA,NA,NA,Missing,NA,NA,NA,100,12,12,0,0,4,8,0,0,0,0,4,0,100,60,36,16,16,16,0,0,0,4,0,0,2,Mostly lecture
258,NA,NA,NA,Missing,NA,NA,NA,100,25,25,0,0,0,12.5,0,0,0,0,8.3,20.8,100,8.3,37.5,4.2,29.2,12.5,0,4.2,0,12.5,4.2,0,4,Transitioning
259,675,NA,NA,Missing,NA,NA,NA,100,23.8,23.8,0,0,0,23.8,0,0,0,0,0,0,100,0,47.6,52.4,28.6,33.3,0,4.8,0,9.5,0,0,4,Transitioning
260,676,NA,NA,Missing,NA,NA,NA,100,18.8,0,0,12.5,12.5,0,0,0,0,0,0,0,100,0,31.3,25,18.8,0,0,0,0,6.3,31.3,0,4,Transitioning
261,NA,NA,NA,Missing,NA,NA,NA,100,12,4,0,8,20,16,20,0,0,0,4,0,100,0,36,40,16,40,0,0,8,12,8,0,4,Transitioning
261,NA,NA,NA,Missing,NA,NA,NA,100,16,28,0,4,16,24,12,0,4,0,4,0,96,0,40,28,28,24,8,12,12,20,12,0,4,Transitioning
262,NA,NA,NA,Missing,NA,NA,NA,96,20,8,0,0,12,32,0,0,0,0,0,0,92,0,36,48,24,32,0,20,4,8,12,0,4,Transitioning
262,NA,NA,NA,Missing,NA,NA,NA,100,24,12,0,0,16,44,0,0,0,0,0,0,92,0,28,44,20,56,0,24,0,8,12,0,7,High engagement
263,NA,NA,NA,Missing,NA,NA,NA,92,0,20,0,0,4,8,4,0,0,0,4,0,92,0,24,4,20,8,0,0,0,4,20,0,2,Mostly lecture
263,NA,NA,NA,Missing,NA,NA,NA,96,0,44,0,0,8,12,4,0,0,0,0,0,96,0,40,8,44,16,20,20,0,16,28,0,4,Transitioning
263,NA,NA,NA,Missing,NA,NA,NA,96,0,24,0,0,16,8,12,0,0,0,0,0,96,0,28,16,28,8,16,12,0,0,16,0,4,Transitioning
264,677,NA,NA,Missing,NA,NA,NA,96,0,24,0,0,16,8,12,0,0,0,0,0,96,0,28,16,28,8,16,12,0,0,16,0,4,Transitioning
265,205,Spring,2013,Biological,200,Large,Fixed,94.7,15.8,5.3,0,15.8,21.1,0,15.8,0,0,0,0,0,94.7,0,57.9,36.8,21.1,0,10.5,0,0,5.3,26.3,0,4,Transitioning
265,205,Spring,2013,Biological,200,Large,Fixed,82.4,17.6,0,0,11.8,11.8,0,0,0,0,0,0,0,82.4,0,29.4,23.5,17.6,0,0,0,0,5.9,29.4,0,4,Transitioning
265,205,Spring,2013,Biological,200,Large,Fixed,52,0,28,44,0,24,12,20,28,12,0,4,4,52,0,44,28,28,8,56,64,64,64,36,12,5,High engagement
265,206,Spring,2014,Biological,200,Large,Fixed,96,4,24,0,0,4,12,8,0,0,0,4,0,96,0,16,12,32,16,0,0,0,8,24,0,2,Mostly lecture
265,206,Spring,2014,Biological,200,Large,Fixed,95.8,0,37.5,0,0,8.3,12.5,4.2,0,0,0,0,0,95.8,0,16.7,20.8,37.5,8.3,0,4.2,0,4.2,33.3,0,4,Transitioning
266,207,Spring,2012,Biological,100,Large,Fixed,87,26.1,30.4,0,0,4.3,43.5,0,0,0,0,4.3,0,87,0,17.4,47.8,26.1,47.8,4.3,39.1,0,17.4,21.7,0,7,High engagement
266,207,Spring,2012,Biological,100,Large,Fixed,95.5,9.1,36.4,0,0,9.1,40.9,0,13.6,0,0,9.1,0,95.5,9.1,40.9,31.8,36.4,50,0,22.7,4.5,31.8,31.8,0,7,High engagement
266,208,Spring,2013,Biological,100,Large,Fixed,100,0,0,0,0,8.3,29.2,0,0,0,0,4.2,0,100,20.8,0,8.3,0,29.2,0,4.2,0,8.3,4.2,0,3,Transitioning
266,208,Spring,2013,Biological,100,Large,Fixed,100,0,20,0,0,16,28,0,0,0,0,0,0,100,20,8,16,32,36,0,12,0,16,16,0,4,Transitioning
266,208,Spring,2013,Biological,100,Large,Fixed,100,0,33.3,0,0,16.7,45.8,0,0,0,0,4.2,0,100,20.8,8.3,20.8,45.8,45.8,0,16.7,0,4.2,33.3,0,7,High engagement
266,209,Spring,2014,Biological,100,Large,Fixed,100,12,12,0,0,4,8,0,0,0,0,4,0,100,60,36,16,16,16,0,0,0,4,0,0,2,Mostly lecture
266,209,Spring,2014,Biological,100,Large,Fixed,96,0,20,0,0,0,16,0,0,0,0,8,0,96,56,20,0,20,20,0,8,0,8,0,0,4,Transitioning
266,209,Spring,2014,Biological,100,Large,Fixed,100,25,25,0,0,0,12.5,0,0,0,0,8.3,20.8,100,8.3,37.5,4.2,29.2,12.5,0,4.2,0,12.5,4.2,0,4,Transitioning
266,687,NA,NA,Biological,100,Large,Fixed,41.7,0,33.3,83.3,0,0,4.2,0,0,0,0,4.2,0,29.2,4.2,29.2,12.5,33.3,4.2,79.2,79.2,0,37.5,37.5,8.3,5,High engagement
268,228,Spring,2014,Physical,100,Small,Table,90,16.7,0,0,0,6.7,0,0,0,0,0,0,0,63.3,66.7,30,10,16.7,0,0,0,0,16.7,0,0,2,Mostly lecture
268,228,Spring,2014,Physical,100,Small,Table,100,0,0,0,0,3.3,3.3,0,0,0,0,0,0,96.7,86.7,0,6.7,6.7,3.3,0,0,13.3,3.3,0,0,2,Mostly lecture
268,228,Spring,2014,Physical,100,Small,Table,100,0,0,0,0,10,20,0,0,0,0,0,0,100,65,1.7,11.7,20,18.3,0,1.7,0,8.3,0,0,2,Mostly lecture
269,229,Spring,2014,Mathematics,100,Small,Table,100,0,0,0,0,36.7,0,0,0,0,0,0,0,96.7,48.3,0,50,0,0,0,0,0,1.7,0,0,1,Mostly lecture
269,229,Spring,2014,Mathematics,100,Small,Table,93.3,3.3,0,0,0,33.3,0,0,0,0,0,3.3,6.7,93.3,26.7,0,46.7,0,0,0,0,0,3.3,0,6.7,1,Mostly lecture
269,229,Spring,2014,Mathematics,100,Small,Table,100,0,0,0,0,33.3,23.3,0,0,0,0,0,0,100,86.7,0,43.3,0,20,0,0,6.7,0,0,0,1,Mostly lecture
269,229,Spring,2014,Mathematics,100,Small,Table,76.7,10,0,0,0,23.3,0,0,0,0,0,6.7,6.7,50,83.3,26.7,23.3,0,0,10,10,0,0,0,6.7,3,Transitioning
269,229,Spring,2014,Mathematics,100,Small,Table,66.7,33.3,0,0,0,6.7,13.3,0,0,0,0,0,0,66.7,50,0,46.7,0,13.3,33.3,6.7,0,3.3,0,0,3,Transitioning
269,229,Spring,2014,Mathematics,100,Small,Table,43.3,56.7,0,53.3,0,3.3,0,0,0,0,0,0,0,16.7,53.3,40,16.7,0,0,3.3,43.3,0,3.3,0,0,6,High engagement
269,229,Spring,2014,Mathematics,100,Small,Table,6.7,93.3,0,0,0,20,3.3,0,0,0,0,0,90,6.7,46.7,6.7,30,0,3.3,56.7,86.7,3.3,0,0,0,6,High engagement
269,230,Spring,2015,Mathematics,100,Small,Table,79.4,1.5,0,22.1,0,33.8,25,0,0,0,0,5.9,0,73.5,45.6,2.9,47.1,0,20.6,20.6,17.7,0,5.9,0,2.9,6,High engagement
269,230,Spring,2015,Mathematics,100,Small,Table,42.9,0,0,57.1,0,2.9,0,0,0,0,0,0,0,42.9,17.1,0,5.7,0,0,57.1,25.7,0,0,0,0,6,High engagement
269,230,Spring,2015,Mathematics,100,Small,Table,17.1,0,0,85.7,0,5.7,0,0,0,0,0,0,0,17.1,0,0,5.7,0,0,85.7,0,0,0,0,0,6,High engagement
269,230,Spring,2015,Mathematics,100,Small,Table,22.9,0,0,80,0,5.7,0,0,0,0,0,0,0,22.9,0,0,5.7,0,0,80,0,0,0,0,0,6,High engagement
269,230,Spring,2015,Mathematics,100,Small,Table,31.4,0,0,71.4,0,0,0,0,0,0,0,0,0,31.4,0,0,0,0,0,71.4,0,0,0,0,0,6,High engagement
270,231,Spring,2014,Mathematics,100,Small,Table,93.3,0,0,0,0,20,3.3,0,0,0,0,6.7,0,83.3,80,13.3,26.7,0,3.3,0,0,0,6.7,0,0,1,Mostly lecture
270,231,Spring,2014,Mathematics,100,Small,Table,76.7,33.3,0,33.3,0,16.7,1.7,0,0,0,0,0,0,66.7,63.3,10,25,0,3.3,8.3,6.7,0,6.7,0,0,6,High engagement
270,231,Spring,2014,Mathematics,100,Small,Table,60,0,0,50,0,0,6.7,0,0,0,0,1.7,1.7,8.3,31.7,55,0,0,5,40,35,0,6.7,0,1.7,6,High engagement
271,232,Spring,2014,Mathematics,100,Small,Table,96,12,0,0,0,0,0,0,0,0,0,8,0,84,92,22,96,0,92,10,0,8,10,0,0,1,Mostly lecture
271,232,Spring,2014,Mathematics,100,Small,Table,86.7,33.3,0,0,0,16.7,0,0,0,0,0,3.3,10,40,86.7,46.7,20,0,0,30,0,0,10,0,10,1,Mostly lecture
271,232,Spring,2014,Mathematics,100,Small,Table,43.3,0,0,0,0,0,40,0,0,0,56.7,0,0,40,40,0,0,0,40,0,0,0,6.7,0,0,1,Mostly lecture
271,232,Spring,2014,Mathematics,100,Small,Table,96.7,6.7,0,0,0,66.7,0,0,0,0,0,0,0,96.7,93.3,0,70,0,0,0,0,0,3.3,0,0,1,Mostly lecture
272,233,Spring,2014,Physical,100,Small,Table,98.3,0,0,0,0,6.8,6.8,0,0,0,0,6.8,1.7,81.4,79.7,0,8.5,0,8.5,0,0,30.5,11.8,0,1.7,1,Mostly lecture
272,233,Spring,2014,Physical,100,Small,Table,86.7,0,13.3,0,0,6.7,23.3,0,0,3.3,0,0,0,70,60,13.3,10,23.3,20,0,0,3.3,10,0,0,2,Mostly lecture
272,233,Spring,2014,Physical,100,Small,Table,76.7,33.3,40,0,0,26.7,16.7,0,0,0,0,0,0,30,30,20,20,80,23.3,0,0,0,3.3,0,0,2,Mostly lecture
272,233,Spring,2014,Physical,100,Small,Table,70,70,53.3,0,0,46.7,20,0,0,0,0,0,0,0,46.7,100,33.3,100,10,0,0,0,3.3,0,0,4,Transitioning
273,234,Spring,2014,Chemical,100,Small,Table,96.7,16.7,6.7,0,0,20,13.3,0,0,0,0,3.3,0,50,63.3,30,30,26.7,10,3.3,3.3,3.3,13.3,3.3,0,4,Transitioning
273,234,Spring,2014,Chemical,100,Small,Table,90,16.7,3.3,6.7,3.3,23.3,13.3,0,0,0,0,3.3,0,60,73.3,30,26.7,20,10,13.3,0,0,10,0,0,5,High engagement
273,234,Spring,2014,Chemical,100,Small,Table,96.7,20,0,3.3,13.3,13.3,13.3,0,0,0,0,0,0,80,53.3,23.3,36.7,16.7,10,20,3.3,0,6.7,0,0,7,High engagement
273,235,Spring,2015,Chemical,100,Small,Table,51.4,0,0,0,17.1,31.4,20,0,0,0,34.3,0,0,22.9,40,34.3,31.4,0,20,0,0,0,8.6,0,0,3,Transitioning
273,235,Spring,2015,Chemical,100,Small,Table,94.3,5.7,2.9,0,24.3,22.9,32.9,0,0,0,0,2.9,0,54.3,61.4,41.4,40,2.9,38.6,18.6,11.4,0,0,0,0,3,Transitioning
273,235,Spring,2015,Chemical,100,Small,Table,80,0,0,0,28.6,25.7,28.6,0,0,0,0,0,2.9,34.3,42.9,17.1,25.7,0,28.6,5.7,5.7,0,20,0,0,3,Transitioning
273,235,Spring,2015,Chemical,100,Small,Table,97.1,11.4,5.7,0,2.9,34.3,28.6,0,0,0,0,8.6,0,28.6,57.1,57.1,40,8.6,22.9,0,2.9,0,17.1,5.7,5.7,4,Transitioning
273,235,Spring,2015,Chemical,100,Small,Table,91.4,22.9,11.4,0,0,17.1,8.6,0,0,0,0,8.6,0,14.3,62.9,54.3,28.6,42.9,2.9,2.9,2.9,2.9,25.7,2.9,0,4,Transitioning
274,236,Spring,2014,Mathematics,100,Small,Table,100,0,0,0,0,63.3,10,0,0,0,0,0,1.7,86.7,71.7,13.3,63.3,0,10,0,0,0,15,0,0,1,Mostly lecture
274,236,Spring,2014,Mathematics,100,Small,Table,36.7,0,0,0,0,36.7,13.3,0,0,0,63.3,0,0,33.3,3.3,0,36.7,0,16.7,0,0,0,6.7,0,0,1,Mostly lecture
274,236,Spring,2014,Mathematics,100,Small,Table,76.7,31.7,0,0,0,56.7,21.7,0,0,0,0,6.7,0,50,50,25,66.7,0,18.3,26.7,6.7,0,16.7,0,0,3,Transitioning
274,236,Spring,2014,Mathematics,100,Small,Table,0,30,0,100,0,0,43.3,0,0,0,0,3.3,3.3,0,0,0,0,0,46.7,93.3,43.3,0,33.3,0,0,6,High engagement
275,237,Spring,2014,Mathematics,100,Small,Table,80,0,0,0,0,13.3,13.3,0,0,0,23.3,0,0,76.7,76.7,0,16.7,0,26.7,0,0,0,3.3,0,0,1,Mostly lecture
275,237,Spring,2014,Mathematics,100,Small,Table,90,6.7,0,3.3,0,10,0,0,0,0,0,0,0,90,90,0,23.3,0,0,3.3,3.3,0,3.3,0,0,6,High engagement
275,237,Spring,2014,Mathematics,100,Small,Table,93.3,0,0,10,0,13.3,0,0,0,0,0,3.3,0,91.7,90,0,15,0,0,10,0,0,3.3,0,0,6,High engagement
275,237,Spring,2014,Mathematics,100,Small,Table,80,0,0,20,0,10,0,0,0,0,0,3.3,0,76.7,76.7,0,10,0,0,20,13.3,0,10,0,0,6,High engagement
275,237,Spring,2014,Mathematics,100,Small,Table,90,0,0,3.3,0,3.3,0,0,0,0,0,6.7,0,90,90,0,3.3,0,0,3.3,0,0,6.7,0,0,6,High engagement
275,237,Spring,2014,Mathematics,100,Small,Table,50,0,0,20,0,10,10,0,0,0,23.3,10,0,43.3,50,26.7,10,0,10,20,20,0,23.3,0,20,6,High engagement
