deid,subject,final_grade_percent,final_grade_letter,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,age,gender
101221,biol,91,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9745197,biol,90.29,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9690878,mats,62.47,D,3,4,2,3,3,2,3,NA,4,4,19,Male
9721754,mats,70.67,C,4,4,4,4,5,5,4,NA,4,4,20,Female
9640763,phys,60.52,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9259240,biol,92.36,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
9314727,biol,68.37,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9480587,chen,83.56,B,4,4,4,4,4,3,4,NA,3,4,NA,Female
100920,biol,86,B,3,3,3,4,4,4,4,4,4,4,19,Female
9588759,biol,80.99,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
101439,biol,67.109,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9783727,biol,79.63,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9010099,biol,77.8,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
101163,biol,73,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9154469,biol,77.7,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
9561375,biol,96.02,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
102111,biol,86.96,B,3,3,2,2,3,3,2,3,3,3,18,Female
103264,biol,92.59985,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9614615,math,41.35,F,2,3,3,3,3,3,3,NA,3,3,NA,Male
9566795,biol,75.63,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9862359,phys,NA,NA,4,5,5,5,5,5,4,NA,5,5,18,Male
101406,biol,71.754,C,1,2,4,4,5,4,3,3,4,3,20,Male
102278,biol,53.72,F,3,3,3,3,3,3,3,3,3,3,NA,Male
9648612,biol,85.21,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9750461,chem,73.83,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
9769985,biol,66.97,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9386490,biol,86.01,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9690463,nurs,NA,NA,4,4,2,3,3,4,4,NA,5,5,19,Female
9344389,phys,79.8,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9742165,chem,71,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
9718378,phys,76.73,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9823865,csci,82.56,B,5,4,4,4,3,4,4,NA,4,5,19,Male
9817786,chem,79.31,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
102588,biol,92.18,A,4,4,4,3,5,5,5,4,5,5,22,Male
9692798,nurs,NA,NA,4,5,3,4,4,3,4,NA,3,4,19,Female
9791673,biol,92.44,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
100159,biol,99,A,4,3,2,4,4,3,3,3,4,3,20,Female
9680657,biol,71.33,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
100622,biol,86.3838,B,3,3,4,3,3,4,3,4,4,3,18,Male
9019976,biol,76.51,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
102495,biol,89.6,A,4,5,3,3,4,3,5,4,4,4,19,Female
9721715,biol,83.43,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9510175,biol,NA,NA,5,3,4,3,4,4,4,NA,4,4,21,Male
9367321,eeb,101.76,NA,5,5,4,4,5,4,5,NA,5,5,21,Female
7489299,biol,92.82,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,Male
101447,biol,73.382,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8455068,biol,82.31,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,Female
102859,biol,84.48072,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9784587,math,58.73,F,3,4,3,4,3,4,4,NA,5,3,18,Female
100607,biol,73.57301,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9785229,phys,72.83,C,3,4,2,4,4,4,4,NA,3,2,18,Male
9516763,biol,90.82,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9738074,biol,87.41,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
8539894,csci,87.88,B,5,5,4,4,5,4,5,NA,5,5,26,Male
9578991,math,66.21,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
101236,biol,66,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100321,biol,99,A,4,3,3,4,4,4,3,3,4,4,20,Female
9489110,biol,77.02,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
102505,biol,84.2,B,4,3,4,3,4,4,3,4,4,3,26,Female
100118,biol,92.2,A,4,4,4,5,5,5,4,5,5,5,18,Male
9200241,biol,87.6,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
101333,biol,87.133,B,4,4,1,5,4,4,5,4,4,4,19,Female
101153,biol,70,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100676,biol,89.52,B,5,5,5,5,5,NA,4,4,4,5,18,Male
9827749,chem,68.72,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
9765019,phys,82.97,B,4,3,5,3,3,4,4,NA,4,4,20,Male
100209,biol,97,A,3,3,4,4,4,3,4,3,4,4,19,Female
9690878,mats,62.47,D,3,4,2,3,3,2,3,NA,4,4,19,Male
102641,biol,NA,NA,4,3,3,4,4,3,3,3,3,3,23,Male
101317,biol,79.642,C,4,4,4,4,3,4,4,4,4,4,20,Female
9721112,biol,91.47,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
8958893,biol,95.07,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
100252,biol,89,B,4,4,4,4,4,3,3,3,3,3,19,Male
9732158,biol,86.02,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
9483971,biol,82.06,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9540029,biol,87.8,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
102219,biol,37.6,F,4,4,3,2,3,2,2,2,4,3,18,Male
9826774,phys,75.94,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9586985,nurs,NA,NA,3,4,3,5,4,4,4,NA,4,4,20,Male
9860544,csci,91.55,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9588453,chem,67.69,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
9735720,biol,78.15,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
103348,biol,91.53659,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9817590,csci,91.58,A,4,4,4,4,4,4,4,NA,4,4,18,Male
100201,biol,75,C,5,5,2,4,4,4,3,4,5,5,19,Female
9138953,biol,88.15,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
8418394,phys,93.2,A,5,4,4,4,5,4,4,NA,5,4,26,Male
9682766,phys,62.31,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9575332,biol,74.11,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9648406,nurs,NA,NA,4,4,3,2,4,5,4,NA,5,5,19,Female
102635,biol,84,B,3,4,3,3,4,4,3,4,4,3,26,Female
9386224,biol,91.44,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
100595,biol,81.18567,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9117755,biol,89.69,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9755007,biol,92.65,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9661360,biol,81.69,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9691472,nurs,NA,NA,4,4,4,3,3,3,3,NA,5,5,20,Female
9867440,phys,91.98,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9700853,biol,80.53,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9595986,biol,85.79,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
102613,biol,94.1,A,4,4,3,3,4,2,5,4,5,4,NA,Male
9725514,csci,68.74,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9859371,csci,87.75,B,5,5,2,5,5,5,5,NA,3,5,19,Male
9827251,csci,88.99,B,3,4,4,5,5,5,5,NA,5,5,NA,Female
103296,biol,82.23258,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100164,biol,73,C,3,3,3,3,4,3,2,3,3,3,20,Female
9560733,biol,91.37,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9748301,math,26.38,F,4,4,2,3,5,4,4,NA,4,3,20,Male
9442728,eeb,83.29,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9745097,biol,85.19,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9456548,biol,84.81,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
102476,biol,94,A,2,3,3,2,NA,4,4,3,4,3,53,Female
9788804,math,75.16,C,3,3,3,4,3,4,3,NA,4,4,18,Female
103360,biol,94.82903,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
100819,biol,94.85,A,4,4,3,4,4,NA,3,3,4,4,19,Female
101564,biol,83.43,B,3,3,4,4,3,3,3,3,2,4,19,Male
9556579,biol,77.26,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
102552,biol,95.13,A,3,3,2,2,3,3,3,3,3,3,30,Female
102361,biol,NA,NA,4,4,4,4,4,4,4,4,3,4,34,Female
9681160,biol,75.06,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
101040,biol,72,C,5,4,5,4,5,5,5,4,5,5,19,Female
9689931,math,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9706371,biol,80.9,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
102743,biol,49.7,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9694654,biol,95.49,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
102104,biol,81.67,B,3,4,4,5,4,4,4,4,3,4,19,Female
101198,biol,91,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102619,biol,82.5,B,4,4,4,4,4,4,3,4,4,4,26,Female
102929,biol,69.92253,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9433334,phys,15.67,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9797848,phys,84.98,B,4,4,3,4,4,3,3,NA,4,4,18,Male
103285,biol,88.54508,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8661945,phys,45.23,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9533009,biol,78.22,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
103466,biol,93.89497,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9701513,csci,48.5,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
100993,biol,79,C,3,3,4,3,4,3,4,4,5,4,18,Female
9679546,biol,84.81,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9867756,csci,73.29,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9574906,biol,84.26,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
100346,biol,101,A,4,4,4,4,4,4,5,4,5,4,22,Female
101567,biol,94.47,A,3,4,4,3,3,3,4,4,4,3,19,Male
9723151,biol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,Male
9722264,csci,74.35,C,4,3,4,4,4,4,4,NA,4,3,22,Male
9614583,biol,78.21,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9414239,biol,96.21,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9696295,biol,70,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9289241,biol,88.91,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
9606618,nurs,NA,NA,3,3,3,3,3,3,3,NA,3,3,20,Female
100378,biol,94,A,4,4,4,3,3,4,3,3,4,4,23,Female
102855,biol,93.78285,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102216,biol,64.8,D,3,3,3,3,3,3,3,3,3,3,19,Male
9664258,phys,79.45,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9603080,biol,77.41,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
102657,biol,97.37,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9382751,biol,32.62,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9857527,math,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9518730,biol,71.09,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
100278,biol,76,C,5,5,5,5,5,5,5,5,5,5,22,Male
9268824,phys,73.29,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
100067,biol,97.2,A,3,4,4,5,3,4,2,3,5,4,23,Male
9869515,phys,76.67,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
102363,biol,NA,NA,4,5,5,5,4,5,3,5,5,5,NA,Female
9621423,phys,77.97,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9312719,chem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9679204,phys,52.14,F,4,4,2,2,3,4,4,NA,3,3,19,Female
9670455,biol,71.87,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
101476,biol,63.051,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101153,biol,70,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9648489,biol,77.78,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
102057,biol,85.63,B,5,5,3,5,4,5,5,5,5,5,18,Male
9857150,csci,83.97,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9815253,phys,62.19,D,3,4,3,3,5,3,5,NA,3,4,18,Female
9789912,phys,78.54,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9691978,biol,84.89,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
8687030,biol,71.92,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9146704,biol,93.29,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9721784,chem,74.25,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
103422,biol,83.2898,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9374561,biol,88.69,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
9775989,biol,83.21,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9803791,phys,58.59,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9618327,biol,93.65,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
103335,biol,95.31611,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9212165,biol,78.19,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
102064,biol,81.88,B,4,4,4,4,3,3,3,4,3,4,19,Female
102572,biol,70.67,C,3,3,3,1,2,3,2,2,2,2,40,Female
NA,csci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9460430,csci,82.87,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9680329,csci,73.25,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9747352,csci,60.4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9701379,biol,82.71,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
103336,biol,90.13438,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9569515,phys,NA,NA,1,3,3,3,2,2,2,NA,2,2,21,Female
9433334,phys,15.67,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
NA,phys,NA,NA,4,4,3,4,4,4,4,NA,3,3,20,Female
9417329,chen,68.15,D,4,4,4,4,4,4,4,NA,4,4,NA,Male
100452,biol,91.60588,A,4,4,3,3,4,4,4,4,4,4,18,Male
9606741,phys,74.94,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9823689,phys,84.94,B,4,4,4,4,4,4,4,NA,4,4,18,They/Them
101006,biol,85,B,3,3,2,4,5,4,3,4,4,4,18,Female
9710090,csci,75.19,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9830406,csci,76.09,C,4,4,4,5,5,5,4,NA,5,4,19,Male
9797020,math,79.09,C,4,4,3,3,4,3,2,NA,4,3,19,Female
9787484,chem,75.78,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
9754447,csci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
9809115,phys,67.18,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9376780,phys,59.61,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9593754,phys,71.01,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9580366,biol,73.29,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9683619,nurs,NA,NA,3,4,4,3,3,3,4,NA,4,4,19,Female
9683107,biol,74.56,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
102474,biol,94,A,4,3,2,2,4,2,3,3,4,3,21,Female
9064928,biol,92.93,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Male
9657201,biol,77.54,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Male
9740959,biol,89.17,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9214815,biol,92.55,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
9716477,phys,50.08,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
102835,biol,92.53951,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8409507,csci,81.76,B,3,3,3,3,4,4,3,NA,5,4,25,Male
101456,biol,75.268,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100613,biol,86.26163,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9844807,math,NA,NA,3,3,1,4,4,3,3,NA,3,3,18,Male
9640763,phys,60.52,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9293870,biol,88.62,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102650,biol,NA,NA,3,2,1,2,3,3,3,2,3,3,21,Female
9812186,biol,84.07,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
9665919,biol,79.93,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
101498,biol,76.185,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9755620,mats,63.9,D,4,5,3,4,5,4,5,NA,3,4,18,Male
9596099,biol,72.23,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
101465,biol,58.492,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100629,biol,92.82575,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102222,biol,48.5,F,3,3,3,3,4,3,4,3,3,3,19,Male
101458,biol,77.473,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100106,biol,93.6,A,3,1,3,4,3,3,3,3,4,4,19,Male
101239,biol,85,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100919,biol,93,A,3,3,2,3,4,4,4,3,5,3,18,Female
9559246,biol,83.47,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9831530,chem,79.08,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
101317,biol,79.642,C,4,4,4,4,3,4,4,4,4,4,20,Female
9640215,biol,80.17,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
103455,biol,89.55466,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9311519,biol,74.3,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9595725,biol,81.79,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9268080,chem,60.13,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
103491,biol,87.68473,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9580366,biol,73.29,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
102941,biol,72.87987,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9618871,biol,75.39,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
100508,biol,76.30875,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100054,biol,87.8,B,3,4,3,4,4,4,3,3,4,4,21,Female
102334,biol,71.02,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9454638,biol,67.03,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
9666257,biol,81.32,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9192717,phys,79.55,C,4,4,5,5,5,5,4,NA,5,5,22,Female
101531,biol,69.846,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100687,biol,88.93,B,3,3,3,3,3,NA,3,3,3,3,19,Female
9708864,mats,65.94,D,5,4,3,3,4,4,5,NA,2,4,20,Male
9580064,csci,76.94,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
100524,biol,94.75061,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9701805,biol,86.33,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9612228,nurs,NA,NA,4,4,3,4,5,4,4,NA,5,5,20,Female
9688960,biol,92.8,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9717384,phys,77.31,C,4,4,4,4,3,4,4,NA,3,4,19,Female
9779385,biol,88.05,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
101405,biol,69.465,D,4,4,4,4,3,3,3,3,3,4,23,Male
9791677,csci,67,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9823507,phys,NA,NA,4,3,3,4,4,4,3,NA,3,4,19,Male
9374133,biol,83.3,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
100816,biol,74.67,C,4,4,4,4,3,NA,5,4,4,4,NA,Male
102350,biol,75.6,C,3,3,3,3,3,3,2,3,3,2,31,Female
9264918,biol,73.79,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
100640,biol,86.72724,B,3,3,3,4,4,4,4,4,4,5,22,Male
102615,biol,93.08,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9642447,phys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9745869,biol,76.8,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
100077,biol,97.4,A,2,1,3,3,3,2,3,3,2,3,20,Female
102501,biol,92.7,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101977,biol,74,C,3,4,3,4,4,5,4,4,4,4,18,Female
102204,biol,66.6,D,2,2,1,2,2,1,1,2,2,2,20,Male
9704506,biol,80.64,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
9812131,csci,93.7,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9778181,phys,NA,NA,4,4,2,2,3,4,2,NA,4,4,19,Male
102083,biol,92.53,A,3,4,3,3,3,4,4,3,3,3,19,Female
9346486,biol,70.52,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
NA,phys,NA,NA,1,1,1,1,2,1,1,NA,3,1,NA,Male
9659949,biol,84.08,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
102529,biol,92.42,A,4,3,3,3,2,1,2,3,4,2,19,Female
101160,biol,96,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102131,biol,81.5,B,5,5,4,5,5,5,5,4,3,4,20,Female
102628,biol,86.07,B,4,4,3,3,4,4,4,3,4,4,22,Female
9800798,csci,94.69,A,5,5,5,5,5,4,5,NA,5,5,18,Male
9711098,mats,70.65,C,3,2,1,2,3,4,3,NA,3,4,NA,Male
9789751,chem,64.88,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
9621337,biol,7.89,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9560678,nurs,NA,NA,4,4,3,4,4,3,3,NA,4,4,19,Female
9783564,biol,51.48,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
9407631,csci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Male
9698768,biol,73.91,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
101349,biol,79.542,C,3,3,4,3,3,3,3,3,3,3,18,Female
9555505,biol,95.86,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
100155,biol,96,A,4,4,4,4,5,5,5,4,4,5,20,Female
9822216,phys,39.37,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9701360,biol,82.73,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
100522,biol,89.33438,B,4,4,4,4,4,4,4,4,4,4,18,Male
100007,biol,84,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9823761,phys,59.41,F,3,2,1,3,3,3,2,NA,1,3,19,Female
9829949,phys,57.53,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
8474180,biol,55.44,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,Male
9735720,biol,78.15,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
100682,biol,89.69,B,4,4,4,4,4,NA,4,4,4,4,19,Female
9808790,math,69.69,D,3,3,3,4,4,4,4,NA,4,4,NA,Male
100081,biol,91.8,A,4,3,3,4,4,4,4,3,3,4,19,Male
