deid,subject,final_grade_percent,final_grade_letter,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,age,gender
9454578,chem,85.19,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9745665,biol,70.74,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
9556602,biol,44.33,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Female
9566796,biol,73.58,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
102228,biol,64.8,D,2,3,2,2,1,2,2,2,3,3,19,Female
100702,biol,85.13,B,5,5,4,4,5,NA,4,4,4,4,20,Female
100667,biol,91.81,A,5,4,4,4,3,NA,5,4,5,4,19,Female
9735811,phys,81.87,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9810938,math,60.5,D,3,3,3,3,3,3,4,NA,3,3,19,Male
9801621,phys,76.27,C,4,4,3,4,4,4,4,NA,3,4,19,Female
9739801,biol,81.48,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
103313,biol,90.54453,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100761,biol,96.15,A,4,4,4,4,4,NA,4,4,5,4,19,Male
9830313,phys,60.91,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9677334,biol,88.94,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9829995,chem,63.11,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
100126,biol,83.9,B,2,2,3,3,3,4,2,4,3,4,19,Male
9508523,biol,72.1,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
102791,biol,84.13506,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9594443,biol,80.97,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9638746,phys,71.74,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
101442,biol,68.088,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103376,biol,83.54361,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102468,biol,88,B,4,2,3,4,5,3,4,4,4,3,21,Female
9467716,phys,88.71,B,3,3,4,3,3,4,4,NA,4,3,21,Female
9614283,biol,76.42,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9601713,biol,94.38,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
100570,biol,82.43976,B,5,5,5,5,5,5,5,5,5,5,22,Male
9607204,biol,86.55,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9586323,biol,95.51,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9773696,biol,79.35,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
100710,biol,88.37,B,4,3,3,2,4,NA,4,4,5,NA,19,Female
103471,biol,84.79868,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9666607,biol,91.35,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
9756760,biol,88.18,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9248033,biol,62.01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
100528,biol,95.16362,A,4,4,4,5,4,4,4,5,5,5,19,Female
100253,biol,77,C,4,3,4,5,3,4,3,4,4,3,19,Male
8867826,eeb,78.27,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9867363,csci,88.57,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
101419,biol,76.009,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9726915,biol,83.39,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9179652,biol,71.81,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
9557404,biol,82.02,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
102606,biol,93.06,A,3,3,4,4,4,5,4,4,4,4,29,Female
9505026,biol,84.07,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9758361,biol,83.79,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
102199,biol,78.6,C,4,4,4,3,3,2,2,3,4,4,19,Male
100333,biol,98,A,4,4,4,4,4,4,4,4,5,4,20,Female
100668,biol,92.8,A,4,3,3,4,4,NA,4,5,5,4,18,Male
9300404,biol,61.51,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
9733111,nurs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
102686,biol,78.35,B,3,4,4,4,4,5,3,3,4,5,20,Female
8813631,biol,52.88,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9392196,biol,90.46,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
102380,biol,94.96,A,3,4,2,3,3,3,3,2,4,3,29,Female
100877,biol,100,A,3,3,2,4,3,4,2,3,4,3,56,Female
9572504,biol,72.7,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9218719,biol,88.44,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9819948,phys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9598253,biol,84.16,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
100118,biol,92.2,A,4,4,4,5,5,5,4,5,5,5,18,Male
9447645,biol,71.85,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9813265,phys,NA,NA,4,4,4,4,4,4,4,NA,3,4,18,Female
9647485,chem,83.58,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
9728015,mats,47.94,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9754413,biol,85.85,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9640837,biol,76.3,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
100239,biol,85,B,3,4,3,3,2,4,4,5,4,4,20,Male
9823080,phys,NA,NA,4,3,3,4,4,4,4,NA,4,3,19,Male
9565851,nurs,NA,NA,5,5,5,5,5,5,5,NA,5,5,20,Female
9691870,math,30.47,F,2,3,3,3,3,3,3,NA,4,4,20,Male
103373,biol,73.69353,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9708646,biol,85.19,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9643556,csci,74.8,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9701550,phys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9648460,mats,71.7,C,5,4,3,5,5,5,4,NA,5,5,19,Male
101116,biol,86,B,4,4,3,3,4,4,4,4,5,5,18,Female
9741307,csci,57.29,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
100496,biol,84.03529,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9568784,biol,87.39,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9383355,biol,98.56,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9797465,chem,57.94,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
9602903,phys,77.65,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
100063,biol,75.7,C,4,1,3,3,4,3,4,4,3,2,20,Male
102381,biol,97.1,A,4,2,2,3,3,4,2,3,5,3,22,Male
9555474,biol,82.45,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
8729765,biol,82.95,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9558215,mats,74.37,C,4,4,3,5,5,4,5,NA,5,5,21,Male
9582342,biol,72.77,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
102205,biol,85.1,B,4,5,3,4,4,4,4,4,4,5,51,Female
9578752,biol,96.58,A,4,4,4,3,4,4,4,NA,4,4,21,Female
9511831,csci,69.82,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9811110,chem,73.42,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
102774,biol,85.62376,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9681474,phys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9698504,mats,71.51,C,3,3,3,4,3,3,3,NA,4,3,20,Female
103360,biol,94.82903,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
100782,biol,89.64,B,4,4,4,4,4,NA,4,4,4,4,20,Female
9703114,biol,79.25,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9605741,biol,91.4,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9537665,biol,66.31,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9166499,eeb,NA,NA,4,4,4,4,4,4,4,NA,4,4,21,Male
9744585,phys,60.3,D,4,4,4,4,4,4,4,NA,3,4,20,Male
102434,biol,64.6,D,1,2,3,2,2,1,1,2,2,2,26,Female
102517,biol,90.6,A,3,3,3,4,4,4,3,4,3,3,18,Female
9578991,phys,55.48,F,4,3,4,3,5,3,4,NA,4,4,NA,Female
9682035,biol,74.65,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9520296,biol,66.3,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9490880,biol,93.2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9714460,csci,86.58,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9602924,biol,84.07,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
102136,biol,88.42,B,3,3,4,3,3,4,4,2,4,3,18,Female
103286,biol,93.41441,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
102667,biol,94.59,A,4,4,4,4,4,4,3,4,3,3,26,Female
9633727,biol,81.53,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9861565,biol,89.1,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA
9596924,phys,86.05,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
101047,biol,96,A,5,5,5,4,4,4,4,5,5,4,18,Female
102655,biol,92.95,A,4,3,3,4,3,3,4,4,5,4,35,Female
9720171,mats,58.74,F,4,5,4,5,5,5,5,NA,4,4,19,Male
9120493,biol,81.53,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9682912,csci,50.31,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,They/Them
100162,biol,90,A,4,4,3,4,5,4,5,4,4,4,20,Male
9448630,biol,74.47,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
100437,biol,78.05536,C,3,3,4,3,3,4,3,3,3,4,18,Female
9660245,phys,54.66,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9593731,biol,92.18,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9720948,csci,66.42,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9577795,phys,55.16,F,4,4,4,4,4,3,3,NA,4,3,18,Female
9663847,math,55.65,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9066165,biol,73.15,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
9574022,biol,87.24,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9425653,biol,85.9,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
101366,biol,81.984,B,1,3,3,1,1,1,1,2,4,3,19,Female
9349783,biol,71.55,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
9559246,biol,83.47,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
101197,biol,82,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9646268,mats,64,D,5,4,4,3,5,4,4,NA,5,5,19,Male
101169,biol,90,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9603897,biol,82.28,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9676202,phys,86.13,B,3,4,5,4,4,5,5,NA,4,4,19,Male
9567120,biol,73.22,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9741829,csci,93.23,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
100359,biol,93,A,3,4,4,4,4,4,3,4,4,4,22,Female
100075,biol,95.3,A,2,4,4,3,3,3,3,3,3,4,19,Female
9630845,nurs,NA,NA,3,3,4,3,4,4,3,NA,4,4,20,Female
9698688,biol,94.07,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9733556,mats,62.09,D,4,4,5,5,5,4,4,NA,5,5,19,Male
101330,biol,84.041,B,3,3,2,3,2,2,2,2,3,3,19,Female
9310569,csci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9762401,phys,62.68,D,3,4,4,4,3,3,4,NA,4,4,NA,Male
9505274,biol,88.86,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9534397,phys,89.14,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9758361,biol,83.79,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9405360,biol,86.43,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9778868,chem,90.13,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
100740,biol,84.37,B,3,3,3,3,3,NA,3,3,4,4,19,Female
101394,biol,76.751,C,3,5,4,4,4,5,4,5,4,5,55,Male
9310794,biol,89.1,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9801225,chem,85.48,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
101251,biol,93,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100718,biol,86.77,B,5,5,5,3,5,NA,5,4,5,5,24,Male
102274,biol,98.02,A,5,3,3,4,5,4,5,5,4,4,19,Female
9814220,phys,66.8,D,4,4,4,5,5,4,5,NA,4,4,18,Female
9259492,mats,85.78,B,5,5,4,4,5,4,5,NA,5,5,19,Male
9429531,biol,90.51,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9416490,biol,90.29,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
100660,biol,85.15238,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102388,biol,80.82,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9823873,csci,82.78,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9665981,biol,88.99,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9457056,biol,83.78,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9787757,chem,65.63,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
103382,biol,93.06362,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9581224,biol,80.2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9622736,mats,73.95,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9611351,biol,69.58,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
8939935,biol,72.59,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
101182,biol,52,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9766907,biol,89.48,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
9616902,biol,79.74,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
100658,biol,97.85909,A,4,4,4,4,4,4,4,4,4,4,21,Female
9820309,phys,NA,NA,4,4,4,4,4,4,3,NA,3,4,19,Male
9664813,biol,81.54,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
9207038,csci,84.53,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9664258,phys,79.45,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9634086,biol,85.44,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9600829,biol,73.3,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9691884,biol,87.27,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
100886,biol,68.9,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103478,biol,89.03193,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9703201,biol,96.29,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
100251,biol,92,A,4,3,3,4,4,4,3,3,3,4,20,NA
101994,biol,63.1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100077,biol,97.4,A,2,1,3,3,3,2,3,3,2,3,20,Female
9817690,math,50.74,F,3,3,4,3,4,3,3,NA,3,3,18,Female
101325,biol,79.353,C,4,4,4,3,5,4,5,3,4,4,19,Female
9670455,biol,71.87,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9758623,mats,69.97,D,5,5,4,4,5,5,5,NA,5,5,NA,Female
9706534,nurs,NA,NA,4,4,2,4,4,4,5,NA,5,4,19,Female
9571235,phys,81.49,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9536637,biol,75.9,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
102712,biol,77.9,C,2,3,3,3,3,3,3,4,4,4,23,Female
100845,biol,89.32,B,5,5,5,5,5,NA,5,5,5,5,18,Male
100869,biol,89.83,A,3,3,4,3,4,3,4,3,4,3,18,Male
9593839,biol,92.69,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
102349,biol,74.8,C,5,3,5,1,4,5,1,5,5,2,19,Female
103317,biol,91.69653,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9632937,biol,84.97,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
8313473,csci,90.02,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
100721,biol,85.87,B,5,5,5,5,5,NA,5,5,5,5,19,Female
9725514,csci,68.74,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
100473,biol,94.77582,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9557172,phys,61.66,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9779566,chem,74.69,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
9862873,csci,92.4,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
12444633,phys,74.63,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9805932,biol,90.67,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9598936,biol,91.61,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9603882,biol,75.11,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9575665,biol,96.45,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
101308,biol,68.912,D,3,3,3,4,3,3,5,4,4,3,18,Female
9165778,biol,90.19,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
101292,biol,67.207,D,3,5,2,3,4,3,3,4,4,4,20,Female
102224,biol,62.1,D,3,2,3,4,4,3,3,3,3,3,21,Female
101310,biol,79.743,C,3,4,4,4,4,4,4,3,4,4,19,Female
100229,biol,91,A,2,4,2,3,2,3,3,2,3,4,22,Female
9824919,phys,NA,NA,5,5,3,3,5,5,4,NA,5,5,18,Male
102574,biol,80.97,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9472186,phys,62.78,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9690829,biol,87.7,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
102914,biol,84.34295,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103449,biol,95.10728,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Male
9868765,phys,NA,NA,1,3,1,3,3,3,1,NA,1,1,17,Female
9581095,biol,81.57,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9295162,biol,76,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102660,biol,97.99,A,4,4,4,4,4,4,4,4,4,4,31,Female
100276,biol,86,B,3,4,3,3,3,2,2,2,3,3,20,Female
100351,biol,82,B,4,3,3,4,4,4,4,4,5,4,20,Female
101272,biol,92,A,3,3,2,4,3,4,4,3,5,4,18,Male
9814204,chem,74.45,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
102093,biol,83.36,B,4,4,4,4,4,4,4,4,4,4,19,Female
9689825,biol,60.29,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
102917,biol,87.30237,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
9867690,biol,93.14,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9762401,phys,62.68,D,3,4,4,4,3,3,4,NA,4,4,NA,Male
100266,biol,97,A,4,4,5,5,5,5,5,5,5,5,20,Female
102365,biol,NA,NA,3,4,4,3,2,3,4,4,4,4,20,Female
9281171,biol,79.48,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
100736,biol,87.67,B,4,4,4,4,4,NA,3,4,4,4,19,Female
9580366,biol,73.29,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9582959,biol,93.46,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
102546,biol,34.04,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9627494,phys,64.51,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9009469,biol,87.37,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Male
9462212,biol,80.37,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
102324,biol,72.4,C,2,2,1,2,4,1,2,3,3,2,NA,Female
NA,nurs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
101425,biol,90.366,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100403,biol,82,B,3,3,3,3,4,4,3,3,3,4,21,Female
100107,biol,96.7,A,3,3,3,2,3,4,4,2,4,3,19,Male
101132,biol,82,B,3,4,4,4,4,4,4,4,4,4,21,Female
9680562,phys,93.56,A,4,4,3,4,4,4,3,NA,4,4,20,Male
101298,biol,89.709,B,3,3,3,3,3,3,3,3,3,3,18,Female
8867826,phys,80.39,B,3,3,4,3,4,3,4,NA,3,3,23,Female
9474219,csci,82.85,B,4,4,3,2,4,4,4,NA,3,4,18,Male
9483865,biol,92.2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
101084,biol,85,B,3,4,3,3,4,4,3,3,4,3,20,Male
100977,biol,95,A,5,5,5,3,4,5,4,4,5,5,27,Male
9688395,phys,69.1,D,5,5,4,5,4,4,5,NA,4,4,19,Male
102947,biol,86.07125,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9802961,phys,51.06,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
100716,biol,96.69,A,4,5,2,3,4,NA,4,4,5,4,19,Male
101317,biol,79.642,C,4,4,4,4,3,4,4,4,4,4,20,Female
101198,biol,91,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100281,biol,80,B,4,4,5,4,4,3,5,3,5,3,18,Male
101089,biol,76,C,5,4,2,4,5,5,3,3,4,4,26,Female
9735811,phys,81.87,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
102089,biol,73.31,C,3,4,4,3,3,3,3,3,4,3,20,Male
9422036,nurs,NA,NA,3,3,4,4,4,4,4,NA,4,4,20,Female
9665981,biol,88.99,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
103391,biol,88.62696,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9415952,biol,79.72,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
103475,biol,84.37649,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9720654,phys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
102497,biol,90.3,A,5,5,5,5,5,5,5,5,5,5,39,Male
103340,biol,84.01579,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9354678,biol,84.43,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
103286,biol,93.41441,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
9806897,csci,77.25,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
102390,biol,78.49,C,3,3,2,2,3,2,4,3,4,3,NA,Female
9385598,csci,63.8,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9425804,mats,67.18,D,4,3,2,3,3,4,4,NA,4,3,NA,Male
101132,biol,82,B,3,4,4,4,4,4,4,4,4,4,21,Female
100593,biol,82.36527,B,4,4,4,3,3,4,2,4,5,4,18,Female
9854900,phys,66,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9802150,chem,66.75,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
9157827,biol,84.96,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
9137602,biol,77.63,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
9595655,biol,81.85,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9615902,biol,72.38,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
103402,biol,88.92642,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
9789809,phys,NA,NA,4,3,3,3,4,3,4,NA,5,4,19,Male
102642,biol,NA,NA,5,5,4,5,5,4,5,5,5,5,21,Female
102544,biol,51.99,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8950941,biol,83.46,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
100055,biol,97.2,A,3,3,2,3,3,3,3,3,4,3,21,Female
9134632,biol,97.23,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
9782205,csci,66.97,D,4,4,3,4,4,3,4,NA,4,5,21,Male
102798,biol,89.69418,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9804365,phys,NA,NA,4,4,4,4,3,4,3,NA,2,3,19,Female
9803791,phys,58.59,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9735023,mats,64.51,D,4,5,4,5,5,4,5,NA,5,5,NA,Male
